mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,pitch_mean,energy_mean,zcr_mean,duration,file_path,actor,emotion,confidence_label
-438.15076,100.756096,-14.095285,30.26416,-0.9895317,-12.585619,-14.373537,-26.039557,-14.087099,2.7289076,-17.657833,8.632251,-17.354532,1153.4752,0.009989277,0.10206853693181818,1.728,data/raw/audio_samples\Actor_01\03-01-03-01-01-02-01.wav,Actor_01,happy,confident
-423.4904,107.006424,-0.73214924,22.435133,-10.504069,-8.199681,-17.843481,-28.099245,-22.602716,4.8303814,-16.477802,4.4340816,-15.829877,1089.4193,0.008925431,0.12404421542553191,1.472,data/raw/audio_samples\Actor_01\03-01-03-01-02-01-01.wav,Actor_01,happy,confident
-420.7807,88.35189,-1.7624025,25.896257,-9.977138,-4.3733,-16.902096,-28.461878,-21.70603,0.49027988,-14.014604,4.128921,-16.613876,1270.1399,0.008097871,0.1323875144675926,1.696,data/raw/audio_samples\Actor_01\03-01-03-01-02-02-01.wav,Actor_01,happy,confident
-361.79886,84.9267,-18.766417,5.748586,-12.408154,-17.353966,-33.329315,-18.157246,-31.25803,-1.5399985,-19.453896,-0.4702811,-18.804039,1289.2896,0.015397579,0.11156728316326531,1.536,data/raw/audio_samples\Actor_01\03-01-03-02-01-01-01.wav,Actor_01,happy,confident
-349.80075,86.63909,-28.225592,10.3167,-10.238006,-20.278473,-24.836754,-27.22025,-35.226376,4.0294027,-24.137304,0.48186553,-17.335945,1130.5995,0.019345202,0.10746173469387756,1.536,data/raw/audio_samples\Actor_01\03-01-03-02-01-02-01.wav,Actor_01,happy,confident
-321.34702,69.54781,-18.61889,10.329037,-11.622659,-17.27999,-22.577677,-31.626966,-26.08506,3.225126,-24.763533,5.0292177,-20.235405,1395.2773,0.022396633,0.15896356301229508,1.92,data/raw/audio_samples\Actor_01\03-01-03-02-02-01-01.wav,Actor_01,happy,confident
-334.6956,74.04506,-22.019669,6.0998006,-13.224958,-15.379597,-24.994017,-30.855556,-27.536322,-0.35803542,-19.561714,4.233986,-16.807941,1250.7582,0.020731542,0.14556384477459017,1.92,data/raw/audio_samples\Actor_01\03-01-03-02-02-02-01.wav,Actor_01,happy,confident
-488.32504,105.790085,-10.582515,32.96528,-2.9838178,-4.440225,-15.945287,-24.948915,-13.575385,-7.193208,-6.365087,-0.91892165,-17.45072,1189.6498,0.0047526695,0.10082135881696429,1.76,data/raw/audio_samples\Actor_01\03-01-04-01-01-01-01.wav,Actor_01,sad,nervous
-477.63925,109.72305,-11.896857,37.197575,-5.951605,-2.2941008,-14.352956,-23.583637,-19.06928,-3.635979,-7.2609634,-1.8122213,-12.509719,1218.8234,0.0048018433,0.09737574800531915,1.472,data/raw/audio_samples\Actor_01\03-01-04-01-01-02-01.wav,Actor_01,sad,nervous
-490.80536,112.71595,-11.204044,36.873207,-5.3831177,-3.9577155,-17.007624,-28.545702,-18.195633,-1.3955079,-6.6544337,-1.1908242,-12.200355,1117.1487,0.0042105904,0.11002250339673914,1.44,data/raw/audio_samples\Actor_01\03-01-04-01-02-01-01.wav,Actor_01,sad,nervous
-473.84448,105.40996,-4.740521,40.2392,-7.211135,2.283779,-13.77967,-30.154446,-19.245079,-6.4995685,-10.462592,1.2237276,-15.944676,1370.2327,0.0054732664,0.12782118055555555,1.408,data/raw/audio_samples\Actor_01\03-01-04-01-02-02-01.wav,Actor_01,sad,nervous
-468.2143,106.685814,-5.4683847,35.304787,-6.7133975,-5.5407248,-17.667011,-26.115725,-12.490034,-6.061191,-10.971998,-0.7733186,-17.51116,1260.5156,0.006316118,0.10593087332589286,1.76,data/raw/audio_samples\Actor_01\03-01-04-02-01-01-01.wav,Actor_01,sad,nervous
-411.66922,95.8847,-11.142574,23.607233,-4.319817,-15.743699,-19.713423,-31.151484,-21.660862,-0.80478394,-21.040771,5.1980658,-22.388723,1123.6241,0.011448187,0.10580078125,1.568,data/raw/audio_samples\Actor_01\03-01-04-02-01-02-01.wav,Actor_01,sad,nervous
-404.37897,90.73993,-13.299506,29.06296,-7.091613,-13.346456,-19.152456,-38.396713,-23.186092,-2.041321,-18.974539,3.891514,-19.074661,1173.1144,0.0109962085,0.13230613425925927,1.696,data/raw/audio_samples\Actor_01\03-01-04-02-02-01-01.wav,Actor_01,sad,nervous
-377.5872,82.7527,-10.051073,24.219454,-9.53209,-12.465086,-22.766123,-33.972378,-20.319004,-0.6658029,-16.86147,3.5428941,-20.145908,1315.981,0.012926878,0.14396449497767858,1.76,data/raw/audio_samples\Actor_01\03-01-04-02-02-02-01.wav,Actor_01,sad,nervous
-332.08328,69.92792,-3.7469487,18.809635,-14.081761,-8.589758,-4.4572,-18.291262,-22.17515,1.3520784,-14.160697,2.2731113,-16.759989,1459.7539,0.019250665,0.15048653738839285,1.76,data/raw/audio_samples\Actor_01\03-01-05-01-01-01-01.wav,Actor_01,angry,nervous
-321.13467,61.058693,-6.992972,13.536914,-18.642784,-7.4089284,-18.579609,-21.632494,-23.306515,-6.545946,-17.067251,-1.902686,-17.018747,1547.5529,0.02005796,0.1558097464139344,1.92,data/raw/audio_samples\Actor_01\03-01-05-01-01-02-01.wav,Actor_01,angry,nervous
-346.8582,78.50827,-0.5553551,20.356173,-13.731265,-9.049137,-16.728819,-27.836304,-22.982742,-6.179899,-14.142571,-0.22171748,-18.875458,1447.0044,0.01589632,0.165740966796875,1.504,data/raw/audio_samples\Actor_01\03-01-05-01-02-01-01.wav,Actor_01,angry,nervous
-321.31967,71.429115,-7.7052407,16.251043,-15.451529,-8.41995,-13.565015,-29.865114,-24.69191,-3.582103,-17.216812,3.7180197,-20.91612,1470.3087,0.023123465,0.18204900568181817,1.728,data/raw/audio_samples\Actor_01\03-01-05-01-02-02-01.wav,Actor_01,angry,nervous
-151.50253,29.834229,-35.540035,-8.654987,-29.743101,-13.64416,-29.802042,-19.200176,-25.54619,-8.854252,-15.378464,-8.622631,-18.911451,1660.6079,0.11173837,0.16653490823412698,1.984,data/raw/audio_samples\Actor_01\03-01-05-02-01-01-01.wav,Actor_01,angry,nervous
-212.96149,39.885937,-23.670355,0.021003665,-23.192081,-14.679468,-12.647104,-19.06492,-25.97639,-6.902348,-21.160099,-2.9443886,-15.807611,1671.2325,0.06594301,0.1615773670708955,2.112,data/raw/audio_samples\Actor_01\03-01-05-02-01-02-01.wav,Actor_01,angry,nervous
-208.46097,33.638706,-17.603745,2.4541483,-23.485043,-13.2636795,-12.484751,-19.79772,-24.278637,-1.3472183,-17.929153,1.7450535,-17.160923,1792.1925,0.06638065,0.2291107177734375,2.016,data/raw/audio_samples\Actor_01\03-01-05-02-02-01-01.wav,Actor_01,angry,nervous
-111.902054,23.181896,-36.68224,-10.219917,-23.814798,-22.874538,-29.65327,-21.363995,-28.102196,-0.19953239,-20.844707,-6.475111,-12.795442,1651.8704,0.17598206,0.20482738597972974,2.336,data/raw/audio_samples\Actor_01\03-01-05-02-02-02-01.wav,Actor_01,angry,nervous
-375.02747,95.905334,-10.366888,26.970171,-3.676443,-9.877173,-15.882385,-30.546446,-12.515033,-8.466301,-9.925035,4.921269,-20.87185,1193.1847,0.013827227,0.099404296875,1.568,data/raw/audio_samples\Actor_01\03-01-06-01-01-01-01.wav,Actor_01,fearful,nervous
-387.77896,93.8468,-18.882933,21.90213,-7.913666,-14.8459835,-25.46569,-36.011074,-19.947723,-6.2454987,-16.775537,2.5854163,-21.856144,1002.6596,0.012734846,0.10691481370192307,1.632,data/raw/audio_samples\Actor_01\03-01-06-01-01-02-01.wav,Actor_01,fearful,nervous
-389.59662,93.66455,-4.0188255,29.869875,0.50533813,-5.525251,-18.81853,-24.747862,-12.394514,-1.3162789,-8.034069,2.5465736,-15.8573065,1364.3455,0.011295796,0.11622132646276596,1.472,data/raw/audio_samples\Actor_01\03-01-06-01-02-01-01.wav,Actor_01,fearful,nervous
-400.73294,85.233986,-11.0286,29.197826,-3.6697462,-4.1619687,-20.164942,-25.794361,-13.672608,-4.320748,-7.446244,-1.9016855,-13.601957,1443.0499,0.009791529,0.15043583622685186,1.696,data/raw/audio_samples\Actor_01\03-01-06-01-02-02-01.wav,Actor_01,fearful,nervous
-325.165,41.66974,-14.801156,9.360304,-4.7524624,-4.9530754,-14.270074,-16.847813,-15.097606,1.8834727,-11.069855,1.1071212,-12.379538,1835.5663,0.02948274,0.2057123293821839,2.752,data/raw/audio_samples\Actor_01\03-01-06-02-01-01-01.wav,Actor_01,fearful,nervous
-275.30814,55.883057,-30.412985,-0.115834266,-5.2785106,-12.3493805,-25.53783,-26.343966,-24.102768,-7.23883,-20.611475,-6.6621747,-17.523888,1399.3729,0.045494843,0.11768317945075757,2.08,data/raw/audio_samples\Actor_01\03-01-06-02-01-02-01.wav,Actor_01,fearful,nervous
-199.59059,35.855354,-33.46273,-4.9749107,-23.954588,-17.936583,-29.848509,-27.458368,-29.647512,-7.519611,-21.362923,-8.1283865,-18.186222,1587.6895,0.07991714,0.1670607182017544,1.792,data/raw/audio_samples\Actor_01\03-01-06-02-02-01-01.wav,Actor_01,fearful,nervous
-239.06346,48.795452,-29.363173,-0.8151649,-14.463618,-14.706785,-26.526066,-22.331165,-33.27129,1.9490359,-19.613125,-9.375123,-22.2251,1183.9021,0.05461928,0.14952741350446427,1.76,data/raw/audio_samples\Actor_01\03-01-06-02-02-02-01.wav,Actor_01,fearful,nervous
-477.65652,89.61497,0.39072934,17.632963,-1.3291655,-10.045825,-14.637302,-23.019726,-17.509626,0.34982857,-18.252733,-1.7568301,-18.866592,1515.9308,0.0056963568,0.12877308238636365,1.728,data/raw/audio_samples\Actor_01\03-01-07-01-01-01-01.wav,Actor_01,disgust,nervous
-455.95438,81.15469,-0.10937752,6.853459,1.4813732,-11.569566,-15.427871,-21.626871,-17.0802,1.8523241,-14.867757,-4.165946,-13.26665,1413.0754,0.0062543764,0.1479740466101695,1.856,data/raw/audio_samples\Actor_01\03-01-07-01-01-02-01.wav,Actor_01,disgust,nervous
-476.7147,89.87798,5.1151223,22.792955,-4.9774,2.108667,-27.682745,-16.379316,-11.581489,-4.4245763,-11.441233,-0.89584917,-14.333128,1083.5021,0.0055649346,0.15320217993951613,1.952,data/raw/audio_samples\Actor_01\03-01-07-01-02-01-01.wav,Actor_01,disgust,nervous
-456.90805,88.2416,3.5353396,15.851868,-5.7504315,1.1682523,-26.20109,-16.26736,-11.786874,-0.63320667,-12.78703,-1.6247532,-17.448532,1182.8865,0.006168906,0.16307721819196427,1.76,data/raw/audio_samples\Actor_01\03-01-07-01-02-02-01.wav,Actor_01,disgust,nervous
-357.9334,59.41159,-10.098529,-14.5241,-11.475648,-9.404808,-31.200424,-21.539806,-21.6886,-7.921465,-10.685028,-10.30233,-12.543216,1442.197,0.022074569,0.15152516084558823,2.144,data/raw/audio_samples\Actor_01\03-01-07-02-01-01-01.wav,Actor_01,disgust,nervous
-326.32025,61.471,-7.691886,-3.2902455,-20.787386,-18.52073,-39.214195,-16.066645,-20.178343,-12.577341,-18.2378,-13.10142,-23.920431,1411.5123,0.027290385,0.1409870016163793,1.824,data/raw/audio_samples\Actor_01\03-01-07-02-01-02-01.wav,Actor_01,disgust,nervous
-345.10947,51.48135,0.7109559,-11.376031,-10.660001,-8.441773,-41.243282,-9.999441,-17.298143,-15.374731,-4.169746,-11.806634,-21.752815,1312.6064,0.02211937,0.19323336693548387,1.952,data/raw/audio_samples\Actor_01\03-01-07-02-02-01-01.wav,Actor_01,disgust,nervous
-343.8317,68.9836,-6.080069,-2.9195874,-11.382005,-12.422175,-38.59016,-17.373226,-17.600359,-12.698631,-15.762147,-10.695741,-16.994236,1269.3441,0.021678293,0.1699493838028169,2.24,data/raw/audio_samples\Actor_01\03-01-07-02-02-02-01.wav,Actor_01,disgust,nervous
-431.98947,105.692375,-6.000208,24.170366,-4.6960096,-12.054947,-19.480057,-21.731958,-23.194563,-0.7061348,-16.431532,0.6449336,-19.692312,1011.6243,0.007883672,0.09280672940340909,1.376,data/raw/audio_samples\Actor_01\03-01-08-01-01-01-01.wav,Actor_01,surprised,neutral
-422.1978,111.793335,-11.63653,31.670858,-2.5824983,-11.992121,-21.098373,-24.166094,-15.285063,-0.13666332,-20.579498,4.854863,-21.554535,1145.0884,0.008449826,0.09520232371794872,1.216,data/raw/audio_samples\Actor_01\03-01-08-01-01-02-01.wav,Actor_01,surprised,neutral
-438.582,97.65182,2.2088594,26.592733,-11.21329,-1.8866831,-17.770388,-24.008448,-16.03119,-1.9409688,-11.598462,-2.6145155,-17.283838,1320.5796,0.0076244553,0.13056042729591838,1.536,data/raw/audio_samples\Actor_01\03-01-08-01-02-01-01.wav,Actor_01,surprised,neutral
-400.23718,100.5842,-7.8092575,18.651781,-17.200544,-8.356712,-21.01614,-24.13781,-24.221706,-2.3227108,-19.333231,-1.609244,-19.678793,1166.6683,0.009899933,0.1211890243902439,1.28,data/raw/audio_samples\Actor_01\03-01-08-01-02-02-01.wav,Actor_01,surprised,neutral
-332.40045,93.711815,-18.996336,18.73572,-11.139004,-18.791386,-22.91165,-26.5282,-24.728462,0.8840559,-25.023321,3.22527,-21.717268,1242.1772,0.017914891,0.11644398082386363,1.376,data/raw/audio_samples\Actor_01\03-01-08-02-01-01-01.wav,Actor_01,surprised,neutral
-315.34195,77.739075,-14.616237,14.171056,-12.921623,-11.739395,-23.801,-24.940926,-26.450613,-1.4507451,-20.261673,-1.1213957,-17.774332,1211.8676,0.022453487,0.12682088216145834,1.504,data/raw/audio_samples\Actor_01\03-01-08-02-01-02-01.wav,Actor_01,surprised,neutral
-343.81473,77.347336,-10.915209,16.26177,-13.119364,-12.619161,-23.414274,-32.063995,-18.593206,-2.302013,-18.476372,2.6904738,-20.996174,1442.5886,0.015629461,0.1454280931122449,1.536,data/raw/audio_samples\Actor_01\03-01-08-02-02-01-01.wav,Actor_01,surprised,neutral
-309.20764,82.58728,-23.155914,8.545539,-15.573583,-12.687076,-35.033855,-27.275686,-26.362942,-0.8914732,-21.464876,1.044553,-23.104013,1243.3417,0.023970118,0.11847370426829268,1.28,data/raw/audio_samples\Actor_01\03-01-08-02-02-02-01.wav,Actor_01,surprised,neutral
-425.24454,87.77191,-33.445118,9.647116,-28.081427,-7.97373,-29.024868,-12.263392,-9.7608595,-5.958905,-12.082599,-6.4615803,-7.4602485,1268.5665,0.008452236,0.12845703125,1.568,data/raw/audio_samples\Actor_02\03-01-01-01-01-01-02.wav,Actor_02,neutral,confident
-427.42197,78.483734,-33.104427,13.568509,-30.947338,-8.0421505,-27.83489,-8.964435,-12.589675,-2.452625,-11.757801,-8.338307,-7.3952184,1346.9135,0.00817643,0.135087890625,1.568,data/raw/audio_samples\Actor_02\03-01-01-01-01-02-02.wav,Actor_02,neutral,confident
-399.56238,75.9838,-34.075554,4.1758995,-28.152857,-8.828939,-29.432098,-16.213345,-14.818415,-6.0615315,-13.198814,-7.0593963,-2.9441853,1170.0398,0.012006829,0.16316885318396226,1.664,data/raw/audio_samples\Actor_02\03-01-01-01-02-01-02.wav,Actor_02,neutral,confident
-402.27164,72.19261,-35.548122,2.8572977,-32.563282,-11.08961,-30.651289,-18.311745,-16.052795,-7.547617,-14.462215,-12.862582,-5.154093,1074.7133,0.011367331,0.15379842122395834,1.504,data/raw/audio_samples\Actor_02\03-01-01-01-02-02-02.wav,Actor_02,neutral,confident
-467.32867,80.903496,-18.24884,11.512688,-24.410479,-1.971778,-24.788485,-8.992972,-12.259386,-3.262535,-14.816599,-5.782281,-4.7285013,1085.9337,0.0071503622,0.11943708147321429,1.76,data/raw/audio_samples\Actor_02\03-01-02-01-01-01-02.wav,Actor_02,calm,confident
-474.98917,75.27015,-21.635172,11.770224,-23.727089,-1.5245599,-26.177427,-7.1638637,-11.917867,-2.767105,-19.22617,-4.3200483,-3.2306478,1313.5997,0.0071053533,0.11677126024590163,1.92,data/raw/audio_samples\Actor_02\03-01-02-01-01-02-02.wav,Actor_02,calm,confident
-461.8102,70.14265,-21.164629,2.3899992,-22.162674,-9.28167,-27.78444,-13.828427,-12.444448,-7.137626,-17.122269,-7.772797,-6.7433395,1101.9192,0.007455354,0.16624735169491525,1.856,data/raw/audio_samples\Actor_02\03-01-02-01-02-01-02.wav,Actor_02,calm,confident
-459.2202,72.93576,-30.635656,0.12559263,-24.606092,-7.9350896,-29.883083,-13.882413,-13.200845,-6.9948435,-17.201473,-11.678772,-8.149965,1161.615,0.0071622916,0.16804625496031747,1.984,data/raw/audio_samples\Actor_02\03-01-02-01-02-02-02.wav,Actor_02,calm,confident
-490.64185,70.14257,-16.062386,11.031837,-23.636223,-4.6161504,-16.598663,-14.116156,-11.13013,-4.2982054,-17.29116,-5.8131413,-7.6887455,1402.3142,0.00553548,0.14133864182692307,2.048,data/raw/audio_samples\Actor_02\03-01-02-02-01-01-02.wav,Actor_02,calm,confident
-471.8485,67.955376,-17.144936,8.590329,-26.165762,0.9365654,-22.607561,-11.32037,-15.201809,0.51108515,-18.296528,-7.1389422,-5.665777,1517.082,0.0064683105,0.13646219544491525,1.856,data/raw/audio_samples\Actor_02\03-01-02-02-01-02-02.wav,Actor_02,calm,confident
-480.49026,63.383766,-19.333933,-4.81655,-21.93433,-5.798428,-27.20846,-16.617775,-14.219319,-5.725169,-21.70027,-7.8982806,-10.026571,1098.7141,0.006667537,0.17792217548076922,2.048,data/raw/audio_samples\Actor_02\03-01-02-02-02-01-02.wav,Actor_02,calm,confident
-471.48218,67.73414,-14.696445,-1.3779452,-20.521378,-6.146349,-27.670717,-12.511946,-10.29382,-4.079419,-22.587133,-8.135883,-8.974865,1031.3467,0.0063130087,0.17124096315298507,2.112,data/raw/audio_samples\Actor_02\03-01-02-02-02-02-02.wav,Actor_02,calm,confident
-369.1542,71.40105,-50.470848,16.283047,-36.49021,-1.3925663,-31.885725,-12.267749,-12.675501,-9.644435,-10.900817,-14.955801,-5.2507677,1426.0498,0.016105657,0.1307796556122449,1.536,data/raw/audio_samples\Actor_02\03-01-03-01-01-01-02.wav,Actor_02,happy,confident
-379.3791,70.85075,-46.113644,21.537968,-37.032337,-3.981157,-33.8836,-10.95323,-12.96635,-10.6535845,-8.880541,-14.051081,-4.2089434,1443.8829,0.0138813425,0.13192044771634615,1.632,data/raw/audio_samples\Actor_02\03-01-03-01-01-02-02.wav,Actor_02,happy,confident
-380.34116,68.45695,-48.039948,8.45754,-33.0538,-9.761598,-38.219986,-15.4590025,-10.706941,-12.758096,-10.120032,-16.929619,-3.90096,1211.724,0.014887314,0.15694625289351852,1.696,data/raw/audio_samples\Actor_02\03-01-03-01-02-01-02.wav,Actor_02,happy,confident
-383.21075,72.728035,-40.09544,11.1267,-30.881603,-10.489873,-36.87175,-10.7431,-8.280926,-9.358208,-9.95195,-12.398582,-4.8999305,1175.1527,0.014218674,0.15118963068181818,1.728,data/raw/audio_samples\Actor_02\03-01-03-01-02-02-02.wav,Actor_02,happy,confident
-283.9044,43.540955,-62.89862,12.574331,-49.3644,-8.396872,-35.77708,-14.377701,-18.602547,-16.447403,-7.766654,-22.182005,-4.405134,1552.0197,0.03940389,0.13400829081632654,1.536,data/raw/audio_samples\Actor_02\03-01-03-02-01-01-02.wav,Actor_02,happy,confident
-283.8116,49.302208,-62.128,13.454105,-47.256813,-12.057115,-33.452366,-15.792111,-17.821701,-14.374804,-7.23005,-19.726252,0.38089916,1586.1986,0.039216552,0.13078125,1.568,data/raw/audio_samples\Actor_02\03-01-03-02-01-02-02.wav,Actor_02,happy,confident
-319.073,54.494507,-53.12786,11.013592,-37.07529,-17.845074,-37.08338,-15.029885,-8.706652,-20.431097,-8.7163,-21.44018,-1.7088972,1318.5487,0.02692411,0.143447265625,1.568,data/raw/audio_samples\Actor_02\03-01-03-02-02-01-02.wav,Actor_02,happy,confident
-331.70844,52.129566,-48.22529,7.8966928,-37.93657,-15.55842,-34.906906,-17.70265,-15.352476,-19.202562,-8.636605,-21.045816,-2.9778464,1463.2517,0.027347032,0.16038355334051724,1.824,data/raw/audio_samples\Actor_02\03-01-03-02-02-02-02.wav,Actor_02,happy,confident
-485.4652,73.46851,-24.845339,10.142519,-23.940708,-3.6229959,-26.731184,-10.417418,-13.0673485,-4.7067657,-15.957433,-3.2071316,-4.983731,1800.6606,0.0061355876,0.13015693530701755,1.792,data/raw/audio_samples\Actor_02\03-01-04-01-01-01-02.wav,Actor_02,sad,nervous
-461.07706,85.12038,-26.791136,11.462196,-24.052916,-3.6385562,-26.590677,-15.1013365,-10.580318,-5.2885327,-12.877126,-5.796407,-5.413402,1612.6537,0.0071054026,0.12026459316037735,1.664,data/raw/audio_samples\Actor_02\03-01-04-01-01-02-02.wav,Actor_02,sad,nervous
-490.34573,75.17316,-14.530563,6.39526,-19.937433,-11.5748415,-34.002884,-12.429443,-10.606754,-9.060857,-12.570325,-8.892964,-5.7992315,885.78754,0.0071811406,0.1328032871462264,1.664,data/raw/audio_samples\Actor_02\03-01-04-01-02-01-02.wav,Actor_02,sad,nervous
-502.97797,71.603096,-15.387619,11.694656,-18.263683,-7.36924,-26.771494,-12.841992,-6.4746466,-6.11219,-12.356385,-6.453088,-6.6510305,1161.3148,0.0062896092,0.13982282366071427,1.76,data/raw/audio_samples\Actor_02\03-01-04-01-02-02-02.wav,Actor_02,sad,nervous
-452.93466,78.9621,-28.665833,4.4956183,-31.841883,-9.998592,-36.551327,-21.65684,-18.150637,-10.9221525,-9.092406,-10.7903185,0.47687498,1408.6592,0.0065411977,0.12672932942708334,1.504,data/raw/audio_samples\Actor_02\03-01-04-02-01-01-02.wav,Actor_02,sad,nervous
-477.8572,84.26826,-18.953537,9.293896,-22.695177,-12.088686,-33.381744,-18.539854,-13.283466,-7.660819,-12.735456,-6.8539567,-6.5246787,1620.3094,0.0051802876,0.14021381578947367,1.792,data/raw/audio_samples\Actor_02\03-01-04-02-01-02-02.wav,Actor_02,sad,nervous
-456.7837,72.26342,-21.342802,1.5908986,-24.084648,-14.401932,-39.857136,-25.26842,-16.373701,-11.986849,-13.965983,-13.337084,-4.986989,1054.9963,0.008193621,0.13976111778846154,1.632,data/raw/audio_samples\Actor_02\03-01-04-02-02-01-02.wav,Actor_02,sad,nervous
-454.5697,69.08935,-12.236999,5.1635594,-26.427477,-18.515652,-38.036423,-21.980795,-13.751946,-13.315812,-11.876016,-12.655844,-4.7778964,1217.9893,0.00692589,0.17585637019230768,1.632,data/raw/audio_samples\Actor_02\03-01-04-02-02-02-02.wav,Actor_02,sad,nervous
-351.22412,72.430374,-28.617348,10.714684,-30.109545,-2.8256931,-26.418806,-14.374474,-12.027527,-3.7348225,-10.431387,-6.408588,-4.404637,1654.2832,0.01596072,0.13983992034313725,1.6,data/raw/audio_samples\Actor_02\03-01-05-01-01-01-02.wav,Actor_02,angry,nervous
-347.99667,58.01555,-29.056719,12.576057,-32.302265,-1.1346698,-27.375153,-11.166851,-11.534352,-1.8755022,-8.818258,-5.617601,-6.2127385,1842.0475,0.016507398,0.15949563419117646,1.6,data/raw/audio_samples\Actor_02\03-01-05-01-01-02-02.wav,Actor_02,angry,nervous
-343.1652,62.389233,-27.472042,1.5782834,-31.917576,-4.905147,-29.195105,-16.696686,-12.545948,-8.000995,-11.471224,-10.490053,-5.050901,1364.3684,0.017892076,0.18265335648148148,1.696,data/raw/audio_samples\Actor_02\03-01-05-01-02-01-02.wav,Actor_02,angry,nervous
