Resume ID,Job Title,Match Score,Matched Skills,Missing Skills
0_r1,Remote Software Developer (Remote),56.59,"['Python', 'Java']","['SQL', 'AWS', 'Docker', 'Kubernetes', 'Git', 'Excel', 'Django', 'MongoDB', 'R']"
0_r1,Senior Data Analyst II,56.58,['Python'],"['ETL', 'R']"
0_r1,DevOps Engineer,56.51,['Python'],"['SQL', 'AWS', 'Linux', 'R']"
0_r1,Operations Analyst- Data Center,56.5,[],"['Excel', 'R']"
0_r1,"Analyst, Finance & Analytics",56.45,[],"['SQL', 'Excel', 'R']"
0_r1,Data Analyst,56.41,['Python'],"['SQL', 'R']"
0_r1,DevOps Engineer,56.3,[],"['AWS', 'Linux', 'R']"
0_r1,Backend Developer,56.29,"['Python', 'Java']","['SQL', 'Excel', 'R']"
0_r1,Network Administrator,56.25,[],"['SQL', 'Linux', 'R']"
0_r1,DevOps Engineer,56.25,['Python'],"['SQL', 'AWS', 'Docker', 'Kubernetes', 'Linux', 'MySQL', 'R']"
0_r1,Network Administrator,56.2,[],"['AWS', 'Linux', 'R']"
0_r1,"Analyst, Markets & Customers",56.15,['Python'],"['SQL', 'Tableau', 'R']"
0_r1,DevOps Engineer,55.97,[],"['AWS', 'Docker', 'Linux', 'Git', 'Excel', 'R']"
0_r1,Software Engineer,55.91,[],"['SQL', 'AWS', 'Linux', 'MySQL', 'R']"
0_r1,Machine Learning,55.84,"['Python', 'Machine Learning']","['AWS', 'NLP', 'R']"
0_r1,Node js developer,55.8,['Java'],"['SQL', 'AWS', 'MongoDB', 'MySQL', 'R']"
0_r1,DevOps Engineer,55.77,"['Python', 'Java']","['AWS', 'Docker', 'Linux', 'R']"
0_r1,Machine Learning,55.75,['Machine Learning'],"['Excel', 'R']"
0_r1,Database Administrator,55.65,[],"['SQL', 'AWS', 'Excel', 'ETL', 'R']"
0_r1,Data Analyst,55.64,['Python'],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Data Entry Specialist,55.58,[],"['AWS', 'Excel', 'R']"
0_r1,Node js developer,55.52,['Java'],"['AWS', 'Docker', 'Kubernetes', 'R']"
0_r1,DevOps Engineer,55.42,['Java'],"['Linux', 'MongoDB', 'R']"
0_r1,Node js developer,55.39,['Java'],"['AWS', 'Git', 'Excel', 'R']"
0_r1,DevOps Engineer,55.36,"['Python', 'Java']","['Linux', 'Git', 'Excel', 'R']"
0_r1,Machine Learning,55.29,"['Python', 'Machine Learning', 'Hadoop', 'Hive']","['SQL', 'Git', 'Power BI', 'Excel', 'R']"
0_r1,DevOps Engineer,55.22,[],"['Git', 'R']"
0_r1,Software Engineer,55.22,['Python'],"['SQL', 'R']"
0_r1,DevOps Engineer,55.2,['Python'],"['AWS', 'Docker', 'Kubernetes', 'Linux', 'Git', 'R']"
0_r1,DevOps Engineer,55.17,[],"['AWS', 'Docker', 'Kubernetes', 'Excel', 'R']"
0_r1,Machine Learning,55.16,"['Python', 'Machine Learning']","['SQL', 'Docker', 'Kubernetes', 'R']"
0_r1,Data Analyst - Level 2 - Junior Level,55.13,"['Python', 'Java']","['Excel', 'Tableau', 'R']"
0_r1,Product Data Analyst,55.11,['Python'],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Java Developer,55.08,"['Python', 'Java']","['SQL', 'AWS', 'Docker', 'Kubernetes', 'Git', 'Excel', 'R']"
0_r1,Database Administrator,55.08,[],"['SQL', 'AWS', 'Linux', 'Excel', 'ETL', 'R']"
0_r1,DevOps Engineer,55.06,"['Python', 'Java', 'Hive']","['SQL', 'AWS', 'Docker', 'Kubernetes', 'Linux', 'Git', 'Excel', 'R']"
0_r1,Data Analyst (Power BI/Python),55.04,['Python'],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,TikTok Shop - Business Analyst,55.04,['Python'],"['AWS', 'Power BI', 'Tableau', 'R']"
0_r1,Node js developer,55.04,['Java'],"['SQL', 'AWS', 'R']"
0_r1,IT Business Intelligence Analyst,55.02,[],"['Power BI', 'Excel', 'ETL', 'R']"
0_r1,Senior / Lead Software Engineer (Remote),54.93,[],"['SQL', 'Docker', 'MySQL', 'R']"
0_r1,DevOps Engineer,54.89,['Java'],"['AWS', 'Docker', 'Kubernetes', 'Git', 'R']"
0_r1,Machine Learning,54.86,"['Python', 'Java', 'Machine Learning', 'Hadoop', 'Spark', 'Hive']","['SQL', 'Excel', 'Tableau', 'ETL', 'R']"
0_r1,Data Analyst,54.85,['Python'],"['SQL', 'Excel', 'R']"
0_r1,DevOps Engineer,54.83,['Python'],"['AWS', 'Kubernetes', 'Linux', 'Git', 'R']"
0_r1,DevOps Engineer,54.82,['Python'],"['SQL', 'R']"
0_r1,"CRM Data Analyst | Atlanta, GA",54.7,[],"['ETL', 'R']"
0_r1,Machine Learning,54.47,[],['R']
0_r1,Network Administrator,54.46,[],"['Linux', 'R']"
0_r1,Backend Developer,54.45,"['Python', 'Java']","['SQL', 'Docker', 'Kubernetes', 'Git', 'Excel', 'R']"
0_r1,DevOps Engineer,54.37,[],"['AWS', 'Linux', 'Excel', 'R']"
0_r1,DevOps Engineer,54.34,[],"['Kubernetes', 'Linux', 'R']"
0_r1,Django Developer,54.22,"['Python', 'Java']","['SQL', 'AWS', 'Linux', 'Git', 'Flask', 'Django', 'MongoDB', 'MySQL', 'R']"
0_r1,Machine Learning,54.2,"['Python', 'Java', 'Machine Learning', 'Hadoop', 'Spark', 'Hive']","['SQL', 'AWS', 'Git', 'R']"
0_r1,Database Administrator,54.2,"['Python', 'Machine Learning']","['SQL', 'AWS', 'Linux', 'Git', 'MongoDB', 'MySQL', 'ETL', 'R']"
0_r1,DevOps Engineer,54.2,['Python'],"['Docker', 'Kubernetes', 'Linux', 'Git', 'Excel', 'MongoDB', 'R']"
0_r1,DevOps Engineer,54.19,['Python'],"['SQL', 'AWS', 'Docker', 'Kubernetes', 'Git', 'MySQL', 'R']"
0_r1,DevOps Engineer,54.17,[],"['Deep Learning', 'AWS', 'Kubernetes', 'Linux', 'R']"
0_r1,Technical Data Analyst,54.14,['Python'],"['SQL', 'R']"
0_r1,Data Analyst,54.08,['Python'],"['SQL', 'AWS', 'Excel', 'R']"
0_r1,Senior Data Analyst,54.08,"['Python', 'Machine Learning']","['SQL', 'Power BI', 'Tableau', 'ETL', 'R']"
0_r1,Business & Data Analyst,54.08,"['Python', 'Machine Learning', 'Hadoop', 'Spark', 'Hive']","['SQL', 'Linux', 'Power BI', 'Excel', 'Tableau', 'NLP', 'R']"
0_r1,Backend Developer,54.08,['Java'],"['SQL', 'AWS', 'R']"
0_r1,Machine Learning,54.06,"['Machine Learning', 'Hive']","['SQL', 'Excel', 'MongoDB', 'R']"
0_r1,DevOps Engineer,54.03,"['Python', 'Java']","['SQL', 'AWS', 'Docker', 'Kubernetes', 'Linux', 'Git', 'Excel', 'R']"
0_r1,DevOps Engineer,54.02,['Python'],"['AWS', 'Docker', 'Kubernetes', 'Linux', 'Excel', 'R']"
0_r1,Machine Learning,54.01,"['Python', 'Machine Learning']","['SQL', 'Deep Learning', 'TensorFlow', 'PyTorch', 'AWS', 'Docker', 'Excel', 'MongoDB', 'R']"
0_r1,Machine Learning,54.0,"['Python', 'Machine Learning', 'Hadoop', 'Spark']","['SQL', 'Deep Learning', 'R']"
0_r1,DevOps Engineer,54.0,['Python'],"['SQL', 'AWS', 'Docker', 'Kubernetes', 'Linux', 'Git', 'MongoDB', 'R']"
0_r1,Engineering Lead - Analytics Platform,53.96,"['Python', 'Machine Learning']","['AWS', 'Docker', 'R']"
0_r1,Data Analyst,53.95,[],"['Excel', 'Tableau', 'R']"
0_r1,Java Developer,53.81,['Java'],"['Docker', 'Kubernetes', 'Linux', 'MongoDB', 'R']"
0_r1,"Junior Research/Data Analyst (PT, HubZone)",53.79,[],"['Excel', 'R']"
0_r1,Business Development Manager (Monsey),53.78,[],['R']
0_r1,Network Administrator,53.74,[],"['SQL', 'AWS', 'Linux', 'MySQL', 'R']"
0_r1,Node js developer,53.66,['Java'],"['SQL', 'Git', 'MongoDB', 'MySQL', 'R']"
0_r1,Node js developer,53.66,['Java'],"['SQL', 'AWS', 'Git', 'Excel', 'MongoDB', 'MySQL', 'R']"
0_r1,Data Analytics Senior Mangager,53.63,[],"['Tableau', 'ETL', 'R']"
0_r1,"Data Analyst, Tableau Developer",53.58,['Python'],"['SQL', 'AWS', 'Excel', 'Tableau', 'R']"
0_r1,Software Engineer,53.57,['Java'],"['Excel', 'R']"
0_r1,"Principal Business Analyst, Digital Solutions (Personalization)",53.53,['Machine Learning'],"['Git', 'Excel', 'R']"
0_r1,Backend Developer,53.53,[],"['SQL', 'Docker', 'Kubernetes', 'Git', 'R']"
0_r1,"Data Products Analyst, YouTube",53.47,"['Python', 'Java', 'Machine Learning', 'Spark']","['SQL', 'Excel', 'ETL', 'R']"
0_r1,Node js developer,53.47,[],['R']
0_r1,Talent Data Analyst,53.43,"['Python', 'Machine Learning']","['SQL', 'Power BI', 'Excel', 'ETL', 'R']"
0_r1,DevOps Engineer,53.42,['Java'],"['AWS', 'Docker', 'Kubernetes', 'Linux', 'R']"
0_r1,DevOps Engineer,53.37,['Python'],"['SQL', 'AWS', 'Docker', 'Kubernetes', 'Git', 'Excel', 'MongoDB', 'MySQL', 'R']"
0_r1,PHP Developer,53.36,['Java'],"['SQL', 'AWS', 'Git', 'MySQL', 'R']"
0_r1,Database Administrator,53.28,[],"['SQL', 'AWS', 'Linux', 'Excel', 'MongoDB', 'MySQL', 'R']"
0_r1,DevOps Engineer,53.26,['Python'],"['SQL', 'AWS', 'Docker', 'Kubernetes', 'MySQL', 'R']"
0_r1,Network Administrator,53.23,"['Python', 'Java', 'C++']","['SQL', 'AWS', 'Docker', 'Kubernetes', 'Excel', 'R']"
0_r1,Network Administrator,53.2,[],['R']
0_r1,DevOps Engineer,53.18,['Python'],"['AWS', 'Docker', 'Kubernetes', 'Git', 'R']"
0_r1,Machine Learning,53.16,"['Python', 'C++', 'Machine Learning', 'Hadoop']","['SQL', 'R']"
0_r1,Data Analyst,53.15,[],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Data Analyst,53.15,['Python'],"['SQL', 'Power BI', 'Tableau', 'ETL', 'R']"
0_r1,Network Administrator,53.14,[],"['Linux', 'R']"
0_r1,PHP Developer,53.14,"['Python', 'Java']","['SQL', 'MySQL', 'R']"
0_r1,DA2 Data Analyst,53.07,['Machine Learning'],"['SQL', 'Git', 'Tableau', 'R']"
0_r1,Backend Developer,53.06,['Java'],"['Docker', 'Git', 'MongoDB', 'R']"
0_r1,Data Analyst,53.05,[],"['SQL', 'Excel', 'ETL', 'R']"
0_r1,PHP Developer,53.04,['Java'],"['SQL', 'Git', 'R']"
0_r1,DevOps Engineer,53.03,['Python'],"['AWS', 'Docker', 'Kubernetes', 'Linux', 'MongoDB', 'R']"
0_r1,Full Stack Developer,53.03,"['Python', 'Java']","['SQL', 'AWS', 'Docker', 'Git', 'MongoDB', 'ETL', 'R']"
0_r1,Backend Developer,52.99,['Java'],"['SQL', 'AWS', 'Excel', 'MySQL', 'R']"
0_r1,Machine Learning,52.99,"['Python', 'Machine Learning', 'Hadoop', 'Spark']","['SQL', 'TensorFlow', 'PyTorch', 'R']"
0_r1,DevOps Engineer,52.96,['Python'],"['Linux', 'Git', 'Excel', 'R']"
0_r1,Data Analyst,52.94,['Python'],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Backend Developer,52.92,['Java'],"['SQL', 'Git', 'MongoDB', 'MySQL', 'R']"
0_r1,Backend Developer,52.85,[],"['AWS', 'Git', 'R']"
0_r1,Senior Systems Administrator,52.84,"['Python', 'Spark']","['AWS', 'Docker', 'Kubernetes', 'Linux', 'Git', 'R']"
0_r1,Django Developer,52.78,['Python'],"['Git', 'R']"
0_r1,DevOps Engineer,52.76,['Python'],"['Docker', 'Linux', 'Git', 'R']"
0_r1,Backend Developer,52.71,['Java'],"['SQL', 'AWS', 'Excel', 'MySQL', 'R']"
0_r1,Java Developer,52.7,['Java'],['R']
0_r1,DevOps Engineer,52.68,"['Python', 'Java', 'C++']","['AWS', 'Linux', 'Excel', 'R']"
0_r1,Enterprise Data Quantitative Analyst,52.66,[],"['SQL', 'Power BI', 'Excel', 'Tableau', 'R']"
0_r1,Data Analyst II,52.61,"['Python', 'Java']","['SQL', 'Excel', 'Tableau', 'R']"
0_r1,Analytics Manager,52.61,['Python'],"['SQL', 'Excel', 'R']"
0_r1,Data Management Analyst,52.6,['Python'],"['Tableau', 'R']"
0_r1,Data Analyst,52.58,['Machine Learning'],"['SQL', 'AWS', 'Excel', 'R']"
0_r1,Oracle Data & Analytics Functional Consultant - Senior Associate,52.58,[],"['AWS', 'Git', 'ETL', 'R']"
0_r1,Machine Learning,52.58,"['Python', 'Machine Learning']","['SQL', 'Deep Learning', 'TensorFlow', 'PyTorch', 'AWS', 'Docker', 'Linux', 'Excel', 'MongoDB', 'R']"
0_r1,"Analyst, Healthcare Data",52.57,[],"['SQL', 'Excel', 'R']"
0_r1,Backend Developer,52.57,"['Python', 'Java']","['SQL', 'MySQL', 'R']"
0_r1,Machine Learning,52.53,"['Python', 'Java', 'Machine Learning', 'Hadoop', 'Spark', 'Hive']","['SQL', 'TensorFlow', 'Tableau', 'ETL', 'R']"
0_r1,Sr Data Analyst,52.52,[],"['SQL', 'Git', 'Excel', 'Tableau', 'R']"
0_r1,Machine Learning,52.5,['Machine Learning'],"['AWS', 'R']"
0_r1,Software Engineer,52.46,[],"['ETL', 'R']"
0_r1,Machine Learning,52.46,['Machine Learning'],['R']
0_r1,DevOps Engineer,52.4,['Python'],"['AWS', 'Docker', 'Kubernetes', 'Linux', 'Excel', 'R']"
0_r1,Database Administrator,52.4,[],['R']
0_r1,Data Analyst,52.35,[],"['SQL', 'Git', 'Power BI', 'Excel', 'Tableau', 'ETL', 'R']"
0_r1,Django Developer,52.35,['Python'],"['SQL', 'AWS', 'Git', 'Excel', 'Django', 'MySQL', 'R']"
0_r1,DevOps Engineer,52.32,[],"['SQL', 'AWS', 'Kubernetes', 'Linux', 'Git', 'MySQL', 'R']"
0_r1,JavaScript Developer,52.27,['Java'],"['SQL', 'Excel', 'MongoDB', 'R']"
0_r1,Junior Analyst - Client Data Support,52.26,[],"['SQL', 'Power BI', 'Excel', 'R']"
0_r1,DevOps Engineer,52.25,"['Python', 'Java']","['SQL', 'Linux', 'Git', 'MySQL', 'R']"
0_r1,Machine Learning,52.24,"['Python', 'Machine Learning']","['Excel', 'R']"
0_r1,"Data Management Analyst, Entry",52.23,[],"['Excel', 'R']"
0_r1,Full Stack Developer,52.23,"['Python', 'Java', 'C++', 'Machine Learning']","['AWS', 'Excel', 'R']"
0_r1,Data Analyst Advisor,52.18,[],"['AWS', 'Excel', 'R']"
0_r1,Data Analyst,52.17,[],"['SQL', 'AWS', 'Power BI', 'Tableau', 'R']"
0_r1,Data Analyst,52.14,[],"['SQL', 'Git', 'Excel', 'R']"
0_r1,JavaScript Developer,52.13,[],['R']
0_r1,Machine Learning,52.12,"['Python', 'Machine Learning', 'Hadoop', 'Spark']","['SQL', 'Tableau', 'R']"
0_r1,DevOps Engineer,52.09,['Python'],"['Docker', 'Kubernetes', 'Linux', 'Git', 'R']"
0_r1,Java Developer,52.04,['Java'],"['SQL', 'AWS', 'Git', 'R']"
0_r1,Data Analyst,52.01,[],"['SQL', 'Excel', 'R']"
0_r1,Backend Developer,52.01,[],"['SQL', 'AWS', 'Git', 'MongoDB', 'MySQL', 'R']"
0_r1,PHP Developer,52.0,[],['R']
0_r1,Django Developer,52.0,"['Python', 'Java']","['SQL', 'AWS', 'Git', 'Django', 'MySQL', 'R']"
0_r1,Django Developer,51.99,"['Python', 'Machine Learning']","['SQL', 'Linux', 'NLP', 'Django', 'MySQL', 'R']"
0_r1,Data Analyst,51.97,[],"['SQL', 'AWS', 'Excel', 'Tableau', 'ETL', 'R']"
0_r1,MANAGEMENT ANALYST - DATA SOLUTIONS (UNCLASSIFIED),51.93,[],"['SQL', 'AWS', 'ETL', 'R']"
0_r1,DevOps Engineer,51.91,['Python'],"['AWS', 'Docker', 'Kubernetes', 'Linux', 'Git', 'Excel', 'MongoDB', 'R']"
0_r1,DevOps Engineer,51.88,"['Python', 'Spark']","['AWS', 'Kubernetes', 'Git', 'Excel', 'R']"
0_r1,Data Analyst (Hybrid),51.85,['Python'],"['SQL', 'AWS', 'Power BI', 'Excel', 'R']"
0_r1,Database Administrator,51.85,['Hadoop'],"['SQL', 'Excel', 'MongoDB', 'ETL', 'R']"
0_r1,Software Engineer,51.83,"['Python', 'Java', 'C++']","['SQL', 'AWS', 'Linux', 'Git', 'R']"
0_r1,Machine Learning,51.81,"['Python', 'Machine Learning']","['SQL', 'Excel', 'R']"
0_r1,Lead HR Data Analyst,51.76,[],"['AWS', 'Power BI', 'Excel', 'R']"
0_r1,Database Administrator,51.75,[],"['SQL', 'Excel', 'R']"
0_r1,Data Analyst,51.74,['Python'],"['SQL', 'AWS', 'Power BI', 'Excel', 'R']"
0_r1,PHP Developer,51.73,[],"['AWS', 'R']"
0_r1,Software Engineer,51.72,"['Java', 'C++', 'Machine Learning']","['SQL', 'AWS', 'Kubernetes', 'Linux', 'MongoDB', 'MySQL', 'R']"
